C64186,3,A',1770
C64186,4,A',1387
C64186,5,A',1229
C64186,6,A',1105
C64186,7,A',625
C64186,8,A'',1033
C64186,9,A'',638
C67561,1,A',3681
C67561,2,A',3000
C67561,3,A',2844
C67561,4,A',1477
C67561,5,A',1455
C67561,6,A',1345
C67561,7,A',1060
C67561,8,A',1033
C67561,9,A'',2960
C67561,10,A'',1477
C67561,11,A'',1165
C67561,12,A'',200
C67663,1,A1,3034
C67663,2,A1,680
C67663,3,A1,366
C67663,4,E,1220
C67663,5,E,774
C67663,6,E,260
C71432,1,A1g,3062
C71432,2,A1g,992
C71432,3,A2g,1326
C71432,4,A2u,673
C71432,5,B1u,3068
C71432,6,B1u,1010
C71432,7,B2g,995
C71432,8,B2g,703
C71432,9,B2u,1310
C71432,10,B2u,1150
C71432,11,E1g,849
C71432,12,E1u,3063
C71432,13,E1u,1486
C71432,14,E1u,1038
C71432,15,E2g,3047
C71432,16,E2g,1596
C71432,17,E2g,1178
C71432,18,E2g,606
C71432,19,E2u,975
C71432,20,E2u,410
C71556,1,A1,2951
C71556,2,A1,1386
C71556,3,A1,1075
C71556,4,A1,526
C71556,5,A1,344
C71556,6,A2,214
C71556,7,E,3014
C71556,8,E,1457
C71556,9,E,1088
C71556,10,E,724
C71556,11,E,351
C71556,12,E,239
C74828,1,A1,2917
C74828,2,E,1534
C74828,3,T2,3019
C74828,4,T2,1306
C74839,1,A1,2935
C74839,2,A1,1306
C74839,3,A1,611
C74839,4,E,3056
C74839,5,E,1443
C74839,6,E,955
C74840,1,A1g,2954
C74840,2,A1g,1388
C74840,3,A1g,995
C74840,4,A1u,289
C74840,5,A2u,2896
C74840,6,A2u,1379
C74840,7,Eg,2969
C74840,8,Eg,1468
C74840,9,Eg,1190
C74840,10,Eu,2985
C74840,11,Eu,1469
C74840,12,Eu,822
C74851,1,Ag,3026
C74851,2,Ag,1623
C74851,3,Ag,1342
C74851,4,Au,1023
C74851,5,B1u,2989
C74851,6,B1u,1444
C74851,7,B2g,940
C74851,8,B2u,3105
C74851,9,B2u,826
C74851,10,B3g,3086
C74851,11,B3g,1217
C74851,12,B3u,949
C74873,1,A1,2966
C74873,2,A1,1355
C74873,3,A1,732
C74873,4,E,3042
C74873,5,E,1455
C74873,6,E,1015
C74931,1,A',3000
C74931,2,A',2931
C74931,3,A',2597
C74931,4,A',1475
C74931,5,A',1335
C74931,6,A',1074
C74931,7,A',803
C74931,8,A',708
C74931,9,A'',3000
C74931,10,A'',1430
C74931,11,A'',976
C74986,1,A1,2977
C74986,2,A1,2962
C74986,3,A1,2887
C74986,4,A1,1476
C74986,5,A1,1462
C74986,6,A1,1392
C74986,7,A1,1158
C74986,8,A1,869
C74986,9,A1,369
C74986,10,A2,2967
C74986,11,A2,1451
C74986,12,A2,1278
C74986,13,A2,940
C74986,14,A2,216
C74986,15,B1,2973
C74986,16,B1,2968
C74986,17,B1,1472
C74986,18,B1,1192
C74986,19,B1,748
C74986,20,B1,268
C74986,21,B2,2968
C74986,22,B2,2887
C74986,23,B2,1464
C74986,24,B2,1378
C74986,25,B2,1338
C74986,26,B2,1054
C74986,27,B2,922
C75003,1,A',2967
C75003,2,A',2946
C75003,3,A',2881
C75003,4,A',1463
C75003,5,A',1448
C75003,6,A',1385
C75003,7,A',1289
C75003,8,A',1081
C75003,9,A',974
C75003,10,A',677
C75003,11,A',336
C75003,12,A'',3014
C75003,13,A'',2986
C75003,14,A'',1448
C75003,15,A'',1251
C75003,16,A'',974
C75003,17,A'',786
C75003,18,A'',251
C75014,1,A',3121
C75014,2,A',3086
C75014,3,A',3030
C75014,4,A',1608
C75014,5,A',1368
C75014,6,A',1279
C75014,7,A',1030
C75014,8,A',720
C75014,9,A',395
C75014,10,A'',941
C75014,11,A'',896
C75014,12,A'',620
C75025,1,A',3115
C75025,2,A',3080
C75025,3,A',3052
C75025,4,A',1654
C75025,5,A',1380
C75025,6,A',1306
C75025,7,A',1156
C75025,8,A',929
C75025,9,A',483
C75025,10,A'',940
C75025,11,A'',863
C75025,12,A'',711
C75092,1,A1,2999
C75092,2,A1,1467
C75092,3,A1,717
C75092,4,A1,282
C75092,5,A2,1153
C75092,6,B1,3040
C75092,7,B1,898
C75092,8,B2,1268
C75092,9,B2,758
C75105,1,A1,2948
C75105,2,A1,1508
C75105,3,A1,1111
C75105,4,A1,529
C75105,5,A2,1262
C75105,6,B1,3014
C75105,7,B1,1178
C75105,8,B2,1435
C75105,9,B2,1090
C75127,1,A',3564
C75127,2,A',3439
C75127,3,A',2854
C75127,4,A',1754
C75127,5,A',1577
C75127,6,A',1390
C75127,7,A',1258
C75127,8,A',1046
C75127,9,A',581
C75127,10,A'',1021
C75127,11,A'',603
C75127,12,A'',289
C75194,1,A1,3038
C75194,2,A1,1479
C75194,3,A1,1188
C75194,4,A1,1126
C75194,5,A2,1070
C75194,6,A2,3103
C75194,7,A2,854
C75194,8,E',3025
C75194,9,E',1438
C75194,10,E',1029
C75194,11,E',866
C75194,12,E'',3082
C75194,13,E'',1188
C75194,14,E'',739
C75218,1,A1,3006
C75218,2,A1,1467
C75218,3,A1,1267
C75218,4,A1,1146
C75218,5,A1,857
C75218,6,A2,3063
C75218,7,A2,1050
C75218,8,A2,1020
C75218,9,B1,3065
C75218,10,B1,1146
C75218,11,B1,797
C75218,12,B2,3006
C75218,13,B2,1459
C75218,14,B2,1159
C75218,15,B2,824
C75285,1,A1,2965
C75285,2,A1,2904
C75285,3,A1,2880
C75285,4,A1,1477
C75285,5,A1,1394
C75285,6,A1,1177
C75285,7,A1,797
C75285,8,A1,426
C75285,9,A2,&nbsp;
C75285,10,A2,&nbsp;
C75285,11,A2,&nbsp;
C75285,12,A2,198
C75285,13,E,2962
C75285,14,E,2951
C75285,15,E,2887
C75285,16,E,1468
C75285,17,E,1459
C75285,18,E,1371
C75285,19,E,1330
C75285,20,E,1166
C75285,21,E,961
C75285,22,E,918
C75285,23,E,367
C75285,24,E,280
C75296,1,A',3005
C75296,2,A',2955
C75296,3,A',2927
C75296,4,A',2878
C75296,5,A',1472
C75296,6,A',1454
C75296,7,A',1390
C75296,8,A',1270
C75296,9,A',1163
C75296,10,A',1065
C75296,11,A',888
C75296,12,A',633
C75296,13,A',418
C75296,14,A',336
C75296,15,A',253
C75296,16,A'',2997
C75296,17,A'',2985
C75296,18,A'',2947
C75296,19,A'',1472
C75296,20,A'',1454
C75296,21,A'',1377
C75296,22,A'',1334
C75296,23,A'',1123
C75296,24,A'',972
C75296,25,A'',936
C75296,26,A'',317
C75296,27,A'',276
C75354,1,A1,3035
C75354,2,A1,1627
C75354,3,A1,1400
C75354,4,A1,603
C75354,5,A1,299
C75354,6,A2,686
C75354,7,B1,875
C75354,8,B1,460
C75354,9,B2,3130
C75354,10,B2,1095
C75354,11,B2,800
C75354,12,B2,372
C75365,1,A',3027
C75365,2,A',2948
C75365,3,A',1818
C75365,4,A',1415
C75365,5,A',1368
C75365,6,A',1108
C75365,7,A',956
C75365,8,A',604
C75365,9,A',445
C75365,10,A',348
C75365,11,A'',2990
C75365,12,A'',1431
C75365,13,A'',1032
C75365,14,A'',518
C75365,15,A'',166
C75376,1,A',3015
C75376,2,A',2975
C75376,3,A',2964
C75376,4,A',1457
C75376,5,A',1413
C75376,6,A',1357
C75376,7,A',1171
C75376,8,A',1140
C75376,9,A',868
C75376,10,A',569
C75376,11,A',468
C75376,12,A'',&nbsp;
C75376,13,A'',&nbsp;
C75376,14,A'',1362
C75376,15,A'',1135
C75376,16,A'',942
C75376,17,A'',&nbsp;
C75376,18,A'',&nbsp;
C75387,1,A1,3070
C75387,2,A1,1728
C75387,3,A1,1360
C75387,4,A1,926
C75387,5,A1,550
C75387,6,A2,714
C75387,7,B1,803
C75387,8,B1,611
C75387,9,B2,3154
C75387,10,B2,1302
C75387,11,B2,955
C75387,12,B2,438
C75467,1,A1,3036
C75467,2,A1,1117
C75467,3,A1,700
C75467,4,E,1372
C75467,5,E,1152
C75467,6,E,507
C75503,1,A1,2953
C75503,2,A1,2775
C75503,3,A1,1459
C75503,4,A1,1444
C75503,5,A1,1186
C75503,6,A1,828
C75503,7,A1,367
C75503,8,A2,2977
C75503,9,A2,1453
C75503,10,A2,1046
C75503,11,A2,255
C75503,12,E,2981
C75503,13,E,2953
C75503,14,E,2776
C75503,15,E,1471
C75503,16,E,1444
C75503,17,E,1409
C75503,18,E,1275
C75503,19,E,1103
C75503,20,E,1043
C75503,21,E,424
C75503,22,E,281
C75694,1,A1,1085
C75694,2,A1,535
C75694,3,A1,350
C75694,4,E,847
C75694,5,E,394
C75694,6,E,241
C75718,1,A1,1101
C75718,2,A1,667
C75718,3,A1,458
C75718,4,A1,262
C75718,5,A2,322
C75718,6,B1,902
C75718,7,B1,437
C75718,8,B2,1159
C75718,9,B2,446
C75730,1,A1,909
C75730,2,E,435
C75730,3,T2,1283
C75730,4,T2,631
C76164,1,A1g,1420
C76164,2,A1g,809
C76164,3,A1g,349
C76164,4,A1u,68
C76164,5,A2u,1117
C76164,6,A2u,714
C76164,7,Eg,1237
C76164,8,Eg,620
C76164,9,Eg,380
C76164,10,Eu,1251
C76164,11,Eu,523
C76164,12,Eu,216
C7647010,1,&Sigma;,2886
C7647190,1,A1,816
C7647190,2,A1,648
C7647190,3,A2,947
C7647190,4,A2,575
C7647190,5,E',1024
C7647190,6,E',533
C7647190,7,E',174
C7647190,8,E'',520
C7664417,1,A1,3337
C7664417,2,A1,950
C7664417,3,E,3444
C7664417,4,E,1627
C7697372,1,A',3550
C7697372,2,A',1708
C7697372,3,A',1331
C7697372,4,A',1325
C7697372,5,A',879
C7697372,6,A',647
C7697372,7,A',579
C7697372,8,A'',762
C7697372,9,A'',456
C7698057,1,&Sigma;,2091
C7719122,1,A1,504
C7719122,2,A1,252
C7719122,3,E,482
C7719122,4,E,198
C7722841,1,A,3599
C7722841,2,A,1402
C7722841,3,A,877
C7722841,4,A,371
C7722841,5,B,3608
C7722841,6,B,1266
C7783542,1,A1,1032
C7783542,2,A1,647
C7783542,3,E,907
C7783542,4,E,492
C7783553,1,A1,892
C7783553,2,A1,487
C7783553,3,E,860
C7783553,4,E,344
C7789266,1,A',1759
C7789266,2,A',1301
C7789266,3,A',928
C7789266,4,A',804
C7789266,5,A',633
C7789266,6,A',455
C7789266,7,A',303
C7789266,8,A'',709
C7789266,9,A'',152
C7790898,1,&Sigma;,773
C7803498,1,A',3650
C7803498,2,A',3294
C7803498,3,A',1605
C7803498,4,A',1353
C7803498,5,A',1115
C7803498,6,A',895
C7803498,7,A'',3359
C7803498,8,A'',1295
C7803498,9,A'',386
C7803512,1,A1,2323
C7803512,2,A1,992
C7803512,3,E,2328
C7803512,4,E,1118
C78795,1,A',3095
C78795,2,A',3095
C78795,3,A',3000
C78795,4,A',3000
C78795,5,A',3000
C78795,6,A',2984
C78795,7,A',2904
C78795,8,A',1638
C78795,9,A',1607
C78795,10,A',1464
C78795,11,A',1420
C78795,12,A',1389
C78795,13,A',1363
C78795,14,A',1313
C78795,15,A',1303
C78795,16,A',1072
C78795,17,A',1012
C78795,18,A',953
C78795,19,A',770
C78795,20,A',530
C78795,21,A',396
C78795,22,A',196
C78795,23,A'',2949
C78795,24,A'',1451
C78795,25,A'',1034
C78795,26,A'',991
C78795,27,A'',907
C78795,28,A'',907
C78795,29,A'',757
C78795,30,A'',615
C78795,31,A'',290
C78795,32,A'',153
C79016,1,A',3082
C79016,2,A',1586
C79016,3,A',1247
C79016,4,A',931
C79016,5,A',840
C79016,6,A',630
C79016,7,A',384
C79016,8,A',277
C79016,9,A',178
C79016,10,A'',780
C79016,11,A'',451
C79016,12,A'',215
C822355,1,A1,3060
C822355,2,A1,2935
C822355,3,A1,1570
C822355,4,A1,1450
C822355,5,A1,1276
C822355,6,A1,1186
C822355,7,A1,1113
C822355,8,A1,886
C822355,9,A2,2955
C822355,10,A2,1276
C822355,11,A2,1081
C822355,12,A2,850
C822355,13,A2,325
C822355,14,B1,2955
C822355,15,B1,1074
C822355,16,B1,846
C822355,17,B1,635
C822355,18,B2,3047
C822355,19,B2,2916
C822355,20,B2,1427
C822355,21,B2,1294
C822355,22,B2,1214
C822355,23,B2,888
C822355,24,B2,740
